 Price , Area ,Bedroom,Bathroom,Stories,Mainroad,Guestroom,Basement,Hot Water Heating,Air Conditioning,Parking,Prefarea,Furnishing Status
" 4,270,000.00 "," 6,360.00 ",2,1,2,yes,no,no,no,no,0,no,unfurnished
" 4,270,000.00 "," 4,500.00 ",2,1,1,yes,no,no,no,yes,2,no,furnished
" 4,270,000.00 "," 2,175.00 ",3,1,2,no,yes,yes,no,yes,0,no,unfurnished
" 4,270,000.00 "," 4,360.00 ",4,1,2,yes,no,no,no,no,0,no,furnished
" 4,270,000.00 "," 7,770.00 ",2,1,1,yes,no,no,no,no,1,no,furnished
" 4,235,000.00 "," 6,650.00 ",3,1,2,yes,yes,no,no,no,0,no,semi-furnished
" 4,235,000.00 "," 2,787.00 ",3,1,1,yes,no,yes,no,no,0,yes,furnished
" 4,200,000.00 "," 5,500.00 ",3,1,2,yes,no,no,no,yes,0,no,unfurnished
" 4,200,000.00 "," 5,040.00 ",3,1,2,yes,no,yes,no,yes,0,no,unfurnished
" 4,200,000.00 "," 5,850.00 ",2,1,1,yes,yes,yes,no,no,2,no,semi-furnished
" 4,200,000.00 "," 2,610.00 ",4,3,2,no,no,no,no,no,0,no,semi-furnished
" 4,200,000.00 "," 2,953.00 ",3,1,2,yes,no,yes,no,yes,0,no,unfurnished
" 4,200,000.00 "," 2,747.00 ",4,2,2,no,no,no,no,no,0,no,semi-furnished
" 4,200,000.00 "," 4,410.00 ",2,1,1,no,no,no,no,no,1,no,unfurnished
" 4,200,000.00 "," 4,000.00 ",4,2,2,no,no,no,no,no,0,no,semi-furnished
" 4,200,000.00 "," 2,325.00 ",3,1,2,no,no,no,no,no,0,no,semi-furnished
" 4,200,000.00 "," 4,600.00 ",3,2,2,yes,no,no,no,yes,1,no,semi-furnished
" 4,200,000.00 "," 3,640.00 ",3,2,2,yes,no,yes,no,no,0,no,unfurnished
" 4,200,000.00 "," 5,800.00 ",3,1,1,yes,no,no,yes,no,2,no,semi-furnished
" 4,200,000.00 "," 7,000.00 ",3,1,1,yes,no,no,no,no,3,no,furnished
" 4,200,000.00 "," 4,079.00 ",3,1,3,yes,no,no,no,no,0,no,semi-furnished
" 4,200,000.00 "," 3,520.00 ",3,1,2,yes,no,no,no,no,0,yes,semi-furnished
" 4,200,000.00 "," 2,145.00 ",3,1,3,yes,no,no,no,no,1,yes,unfurnished
" 4,200,000.00 "," 4,500.00 ",3,1,1,yes,no,yes,no,no,0,no,furnished
" 4,193,000.00 "," 8,250.00 ",3,1,1,yes,no,yes,no,no,3,no,semi-furnished
" 4,193,000.00 "," 3,450.00 ",3,1,2,yes,no,no,no,no,1,no,semi-furnished
" 4,165,000.00 "," 4,840.00 ",3,1,2,yes,no,no,no,no,1,no,semi-furnished
" 4,165,000.00 "," 4,080.00 ",3,1,2,yes,no,no,no,no,2,no,semi-furnished
" 4,165,000.00 "," 4,046.00 ",3,1,2,yes,no,yes,no,no,1,no,semi-furnished
" 4,130,000.00 "," 4,632.00 ",4,1,2,yes,no,no,no,yes,0,no,semi-furnished
" 4,130,000.00 "," 5,985.00 ",3,1,1,yes,no,yes,no,no,0,no,semi-furnished
" 4,123,000.00 "," 6,060.00 ",2,1,1,yes,no,yes,no,no,1,no,semi-furnished
" 4,098,500.00 "," 3,600.00 ",3,1,1,yes,no,yes,no,yes,0,yes,furnished
" 4,095,000.00 "," 3,680.00 ",3,2,2,yes,no,no,no,no,0,no,semi-furnished
" 4,095,000.00 "," 4,040.00 ",2,1,2,yes,no,no,no,no,1,no,semi-furnished
" 4,095,000.00 "," 5,600.00 ",2,1,1,yes,no,no,no,yes,0,no,semi-furnished
" 4,060,000.00 "," 5,900.00 ",4,2,2,no,no,yes,no,no,1,no,unfurnished
" 4,060,000.00 "," 4,992.00 ",3,2,2,yes,no,no,no,no,2,no,unfurnished
" 4,060,000.00 "," 4,340.00 ",3,1,1,yes,no,no,no,no,0,no,semi-furnished
" 4,060,000.00 "," 3,000.00 ",4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
" 4,060,000.00 "," 4,320.00 ",3,1,2,yes,no,no,no,no,2,yes,furnished
" 4,025,000.00 "," 3,630.00 ",3,2,2,yes,no,no,yes,no,2,no,semi-furnished
" 4,025,000.00 "," 3,460.00 ",3,2,1,yes,no,yes,no,yes,1,no,furnished
" 4,025,000.00 "," 5,400.00 ",3,1,1,yes,no,no,no,no,3,no,semi-furnished
" 4,007,500.00 "," 4,500.00 ",3,1,2,no,no,yes,no,yes,0,no,semi-furnished
" 4,007,500.00 "," 3,460.00 ",4,1,2,yes,no,no,no,yes,0,no,semi-furnished
" 3,990,000.00 "," 4,100.00 ",4,1,1,no,no,yes,no,no,0,no,unfurnished
" 3,990,000.00 "," 6,480.00 ",3,1,2,no,no,no,no,yes,1,no,semi-furnished
" 3,990,000.00 "," 4,500.00 ",3,2,2,no,no,yes,no,yes,0,no,semi-furnished
" 3,990,000.00 "," 3,960.00 ",3,1,2,yes,no,no,no,no,0,no,furnished
" 3,990,000.00 "," 4,050.00 ",2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
" 3,920,000.00 "," 7,260.00 ",3,2,1,yes,yes,yes,no,no,3,no,furnished
" 3,920,000.00 "," 5,500.00 ",4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
" 3,920,000.00 "," 3,000.00 ",3,1,2,yes,no,no,no,no,0,no,semi-furnished
" 3,920,000.00 "," 3,290.00 ",2,1,1,yes,no,no,yes,no,1,no,furnished
" 3,920,000.00 "," 3,816.00 ",2,1,1,yes,no,yes,no,yes,2,no,furnished
" 3,920,000.00 "," 8,080.00 ",3,1,1,yes,no,no,no,yes,2,no,semi-furnished
" 3,920,000.00 "," 2,145.00 ",4,2,1,yes,no,yes,no,no,0,yes,unfurnished
" 3,885,000.00 "," 3,780.00 ",2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
" 3,885,000.00 "," 3,180.00 ",4,2,2,yes,no,no,no,no,0,no,furnished
" 3,850,000.00 "," 5,300.00 ",5,2,2,yes,no,no,no,no,0,no,semi-furnished
" 3,850,000.00 "," 3,180.00 ",2,2,1,yes,no,yes,no,no,2,no,semi-furnished
" 3,850,000.00 "," 7,152.00 ",3,1,2,yes,no,no,no,yes,0,no,furnished
" 3,850,000.00 "," 4,080.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,850,000.00 "," 3,850.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,850,000.00 "," 2,015.00 ",3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
" 3,850,000.00 "," 2,176.00 ",2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
" 3,836,000.00 "," 3,350.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,815,000.00 "," 3,150.00 ",2,2,1,no,no,yes,no,no,0,no,semi-furnished
" 3,780,000.00 "," 4,820.00 ",3,1,2,yes,no,no,no,no,0,no,semi-furnished
" 3,780,000.00 "," 3,420.00 ",2,1,2,yes,no,no,yes,no,1,no,semi-furnished
" 3,780,000.00 "," 3,600.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,780,000.00 "," 5,830.00 ",2,1,1,yes,no,no,no,no,2,no,unfurnished
" 3,780,000.00 "," 2,856.00 ",3,1,3,yes,no,no,no,no,0,yes,furnished
" 3,780,000.00 "," 8,400.00 ",2,1,1,yes,no,no,no,no,1,no,furnished
" 3,773,000.00 "," 8,250.00 ",3,1,1,yes,no,no,no,no,2,no,furnished
" 3,773,000.00 "," 2,520.00 ",5,2,1,no,no,yes,no,yes,1,no,furnished
" 3,773,000.00 "," 6,930.00 ",4,1,2,no,no,no,no,no,1,no,furnished
" 3,745,000.00 "," 3,480.00 ",2,1,1,yes,no,no,no,no,0,yes,semi-furnished
" 3,710,000.00 "," 3,600.00 ",3,1,1,yes,no,no,no,no,1,no,unfurnished
" 3,710,000.00 "," 4,040.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,710,000.00 "," 6,020.00 ",3,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,710,000.00 "," 4,050.00 ",2,1,1,yes,no,no,no,no,0,no,furnished
" 3,710,000.00 "," 3,584.00 ",2,1,1,yes,no,no,yes,no,0,no,semi-furnished
" 3,703,000.00 "," 3,120.00 ",3,1,2,no,no,yes,yes,no,0,no,semi-furnished
" 3,703,000.00 "," 5,450.00 ",2,1,1,yes,no,no,no,no,0,no,furnished
" 3,675,000.00 "," 3,630.00 ",2,1,1,yes,no,yes,no,no,0,no,furnished
" 3,675,000.00 "," 3,630.00 ",2,1,1,yes,no,no,no,yes,0,no,unfurnished
" 3,675,000.00 "," 5,640.00 ",2,1,1,no,no,no,no,no,0,no,semi-furnished
" 3,675,000.00 "," 3,600.00 ",2,1,1,yes,no,no,no,no,0,no,furnished
" 3,640,000.00 "," 4,280.00 ",2,1,1,yes,no,no,no,yes,2,no,semi-furnished
" 3,640,000.00 "," 3,570.00 ",3,1,2,yes,no,yes,no,no,0,no,semi-furnished
" 3,640,000.00 "," 3,180.00 ",3,1,2,no,no,yes,no,no,0,no,semi-furnished
" 3,640,000.00 "," 3,000.00 ",2,1,2,yes,no,no,no,yes,0,no,furnished
" 3,640,000.00 "," 3,520.00 ",2,2,1,yes,no,yes,no,no,0,no,semi-furnished
" 3,640,000.00 "," 5,960.00 ",3,1,2,yes,yes,yes,no,no,0,no,unfurnished
" 3,640,000.00 "," 4,130.00 ",3,2,2,yes,no,no,no,no,2,no,semi-furnished
" 3,640,000.00 "," 2,850.00 ",3,2,2,no,no,yes,no,no,0,yes,unfurnished
" 3,640,000.00 "," 2,275.00 ",3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
" 3,633,000.00 "," 3,520.00 ",3,1,1,yes,no,no,no,no,2,yes,unfurnished
" 3,605,000.00 "," 4,500.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,605,000.00 "," 4,000.00 ",2,1,1,yes,no,no,no,no,0,yes,semi-furnished
" 3,570,000.00 "," 3,150.00 ",3,1,2,yes,no,yes,no,no,0,no,furnished
" 3,570,000.00 "," 4,500.00 ",4,2,2,yes,no,yes,no,no,2,no,furnished
" 3,570,000.00 "," 4,500.00 ",2,1,1,no,no,no,no,no,0,no,furnished
" 3,570,000.00 "," 3,640.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,535,000.00 "," 3,850.00 ",3,1,1,yes,no,no,no,no,2,no,unfurnished
" 3,500,000.00 "," 4,240.00 ",3,1,2,yes,no,no,no,yes,0,no,semi-furnished
" 3,500,000.00 "," 3,650.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,500,000.00 "," 4,600.00 ",4,1,2,yes,no,no,no,no,0,no,semi-furnished
" 3,500,000.00 "," 2,135.00 ",3,2,2,no,no,no,no,no,0,no,unfurnished
" 3,500,000.00 "," 3,036.00 ",3,1,2,yes,no,yes,no,no,0,no,semi-furnished
" 3,500,000.00 "," 3,990.00 ",3,1,2,yes,no,no,no,no,0,no,semi-furnished
" 3,500,000.00 "," 7,424.00 ",3,1,1,no,no,no,no,no,0,no,unfurnished
" 3,500,000.00 "," 3,480.00 ",3,1,1,no,no,no,no,yes,0,no,unfurnished
" 3,500,000.00 "," 3,600.00 ",6,1,2,yes,no,no,no,no,1,no,unfurnished
" 3,500,000.00 "," 3,640.00 ",2,1,1,yes,no,no,no,no,1,no,semi-furnished
" 3,500,000.00 "," 5,900.00 ",2,1,1,yes,no,no,no,no,1,no,furnished
" 3,500,000.00 "," 3,120.00 ",3,1,2,yes,no,no,no,no,1,no,unfurnished
" 3,500,000.00 "," 7,350.00 ",2,1,1,yes,no,no,no,no,1,no,semi-furnished
" 3,500,000.00 "," 3,512.00 ",2,1,1,yes,no,no,no,no,1,yes,unfurnished
" 3,500,000.00 "," 9,500.00 ",3,1,2,yes,no,no,no,no,3,yes,unfurnished
" 3,500,000.00 "," 5,880.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,500,000.00 "," 12,944.00 ",3,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,493,000.00 "," 4,900.00 ",3,1,2,no,no,no,no,no,0,no,unfurnished
" 3,465,000.00 "," 3,060.00 ",3,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,465,000.00 "," 5,320.00 ",2,1,1,yes,no,no,no,no,1,yes,unfurnished
" 3,465,000.00 "," 2,145.00 ",3,1,3,yes,no,no,no,no,0,yes,furnished
" 3,430,000.00 "," 4,000.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,430,000.00 "," 3,185.00 ",2,1,1,yes,no,no,no,no,2,no,unfurnished
" 3,430,000.00 "," 3,850.00 ",3,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,430,000.00 "," 2,145.00 ",3,1,3,yes,no,no,no,no,0,yes,furnished
" 3,430,000.00 "," 2,610.00 ",3,1,2,yes,no,yes,no,no,0,yes,unfurnished
" 3,430,000.00 "," 1,950.00 ",3,2,2,yes,no,yes,no,no,0,yes,unfurnished
" 3,423,000.00 "," 4,040.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,395,000.00 "," 4,785.00 ",3,1,2,yes,yes,yes,no,yes,1,no,furnished
" 3,395,000.00 "," 3,450.00 ",3,1,1,yes,no,yes,no,no,2,no,unfurnished
" 3,395,000.00 "," 3,640.00 ",2,1,1,yes,no,no,no,no,0,no,furnished
" 3,360,000.00 "," 3,500.00 ",4,1,2,yes,no,no,no,yes,2,no,unfurnished
" 3,360,000.00 "," 4,960.00 ",4,1,3,no,no,no,no,no,0,no,semi-furnished
" 3,360,000.00 "," 4,120.00 ",2,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,360,000.00 "," 4,750.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,360,000.00 "," 3,720.00 ",2,1,1,no,no,no,no,yes,0,no,unfurnished
" 3,360,000.00 "," 3,750.00 ",3,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,360,000.00 "," 3,100.00 ",3,1,2,no,no,yes,no,no,0,no,semi-furnished
" 3,360,000.00 "," 3,185.00 ",2,1,1,yes,no,yes,no,no,2,no,furnished
" 3,353,000.00 "," 2,700.00 ",3,1,1,no,no,no,no,no,0,no,furnished
" 3,332,000.00 "," 2,145.00 ",3,1,2,yes,no,yes,no,no,0,yes,furnished
" 3,325,000.00 "," 4,040.00 ",2,1,1,yes,no,no,no,no,1,no,unfurnished
" 3,325,000.00 "," 4,775.00 ",4,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,290,000.00 "," 2,500.00 ",2,1,1,no,no,no,no,yes,0,no,unfurnished
" 3,290,000.00 "," 3,180.00 ",4,1,2,yes,no,yes,no,yes,0,no,unfurnished
" 3,290,000.00 "," 6,060.00 ",3,1,1,yes,yes,yes,no,no,0,no,furnished
" 3,290,000.00 "," 3,480.00 ",4,1,2,no,no,no,no,no,1,no,semi-furnished
" 3,290,000.00 "," 3,792.00 ",4,1,2,yes,no,no,no,no,0,no,semi-furnished
" 3,290,000.00 "," 4,040.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,290,000.00 "," 2,145.00 ",3,1,2,yes,no,yes,no,no,0,yes,furnished
" 3,290,000.00 "," 5,880.00 ",3,1,1,yes,no,no,no,no,1,no,unfurnished
" 3,255,000.00 "," 4,500.00 ",2,1,1,no,no,no,no,no,0,no,semi-furnished
" 3,255,000.00 "," 3,930.00 ",2,1,1,no,no,no,no,no,0,no,unfurnished
" 3,234,000.00 "," 3,640.00 ",4,1,2,yes,no,yes,no,no,0,no,unfurnished
" 3,220,000.00 "," 4,370.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,220,000.00 "," 2,684.00 ",2,1,1,yes,no,no,no,yes,1,no,unfurnished
" 3,220,000.00 "," 4,320.00 ",3,1,1,no,no,no,no,no,1,no,unfurnished
" 3,220,000.00 "," 3,120.00 ",3,1,2,no,no,no,no,no,0,no,furnished
" 3,150,000.00 "," 3,450.00 ",1,1,1,yes,no,no,no,no,0,no,furnished
" 3,150,000.00 "," 3,986.00 ",2,2,1,no,yes,yes,no,no,1,no,unfurnished
" 3,150,000.00 "," 3,500.00 ",2,1,1,no,no,yes,no,no,0,no,semi-furnished
" 3,150,000.00 "," 4,095.00 ",2,1,1,yes,no,no,no,no,2,no,semi-furnished
" 3,150,000.00 "," 1,650.00 ",3,1,2,no,no,yes,no,no,0,no,unfurnished
" 3,150,000.00 "," 3,450.00 ",3,1,2,yes,no,yes,no,no,0,no,semi-furnished
" 3,150,000.00 "," 6,750.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,150,000.00 "," 9,000.00 ",3,1,2,yes,no,no,no,no,2,no,semi-furnished
" 3,150,000.00 "," 3,069.00 ",2,1,1,yes,no,no,no,no,1,no,unfurnished
" 3,143,000.00 "," 4,500.00 ",3,1,2,yes,no,no,no,yes,0,no,unfurnished
" 3,129,000.00 "," 5,495.00 ",3,1,1,yes,no,yes,no,no,0,no,unfurnished
" 3,118,850.00 "," 2,398.00 ",3,1,1,yes,no,no,no,no,0,yes,semi-furnished
" 3,115,000.00 "," 3,000.00 ",3,1,1,no,no,no,no,yes,0,no,unfurnished
" 3,115,000.00 "," 3,850.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,115,000.00 "," 3,500.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,087,000.00 "," 8,100.00 ",2,1,1,yes,no,no,no,no,1,no,unfurnished
" 3,080,000.00 "," 4,960.00 ",2,1,1,yes,no,yes,no,yes,0,no,unfurnished
" 3,080,000.00 "," 2,160.00 ",3,1,2,no,no,yes,no,no,0,no,semi-furnished
" 3,080,000.00 "," 3,090.00 ",2,1,1,yes,yes,yes,no,no,0,no,unfurnished
" 3,080,000.00 "," 4,500.00 ",2,1,2,yes,no,no,yes,no,1,no,semi-furnished
" 3,045,000.00 "," 3,800.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 3,010,000.00 "," 3,090.00 ",3,1,2,no,no,no,no,no,0,no,semi-furnished
" 3,010,000.00 "," 3,240.00 ",3,1,2,yes,no,no,no,no,2,no,semi-furnished
" 3,010,000.00 "," 2,835.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 3,010,000.00 "," 4,600.00 ",2,1,1,yes,no,no,no,no,0,no,furnished
" 3,010,000.00 "," 5,076.00 ",3,1,1,no,no,no,no,no,0,no,unfurnished
" 3,010,000.00 "," 3,750.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 3,010,000.00 "," 3,630.00 ",4,1,2,yes,no,no,no,no,3,no,semi-furnished
" 3,003,000.00 "," 8,050.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,975,000.00 "," 4,352.00 ",4,1,2,no,no,no,no,no,1,no,unfurnished
" 2,961,000.00 "," 3,000.00 ",2,1,2,yes,no,no,no,no,0,no,semi-furnished
" 2,940,000.00 "," 5,850.00 ",3,1,2,yes,no,yes,no,no,1,no,unfurnished
" 2,940,000.00 "," 4,960.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,940,000.00 "," 3,600.00 ",3,1,2,no,no,no,no,no,1,no,unfurnished
" 2,940,000.00 "," 3,660.00 ",4,1,2,no,no,no,no,no,0,no,unfurnished
" 2,940,000.00 "," 3,480.00 ",3,1,2,no,no,no,no,no,1,no,semi-furnished
" 2,940,000.00 "," 2,700.00 ",2,1,1,no,no,no,no,no,0,no,furnished
" 2,940,000.00 "," 3,150.00 ",3,1,2,no,no,no,no,no,0,no,unfurnished
" 2,940,000.00 "," 6,615.00 ",3,1,2,yes,no,no,no,no,0,no,semi-furnished
" 2,870,000.00 "," 3,040.00 ",2,1,1,no,no,no,no,no,0,no,unfurnished
" 2,870,000.00 "," 3,630.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,870,000.00 "," 6,000.00 ",2,1,1,yes,no,no,no,no,0,no,semi-furnished
" 2,870,000.00 "," 5,400.00 ",4,1,2,yes,no,no,no,no,0,no,unfurnished
" 2,852,500.00 "," 5,200.00 ",4,1,3,yes,no,no,no,no,0,no,unfurnished
" 2,835,000.00 "," 3,300.00 ",3,1,2,no,no,no,no,no,1,no,semi-furnished
" 2,835,000.00 "," 4,350.00 ",3,1,2,no,no,no,yes,no,1,no,unfurnished
" 2,835,000.00 "," 2,640.00 ",2,1,1,no,no,no,no,no,1,no,furnished
" 2,800,000.00 "," 2,650.00 ",3,1,2,yes,no,yes,no,no,1,no,unfurnished
" 2,800,000.00 "," 3,960.00 ",3,1,1,yes,no,no,no,no,0,no,furnished
" 2,730,000.00 "," 6,800.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,730,000.00 "," 4,000.00 ",3,1,2,yes,no,no,no,no,1,no,unfurnished
" 2,695,000.00 "," 4,000.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,660,000.00 "," 3,934.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,660,000.00 "," 2,000.00 ",2,1,2,yes,no,no,no,no,0,no,semi-furnished
" 2,660,000.00 "," 3,630.00 ",3,3,2,no,yes,no,no,no,0,no,unfurnished
" 2,660,000.00 "," 2,800.00 ",3,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,660,000.00 "," 2,430.00 ",3,1,1,no,no,no,no,no,0,no,unfurnished
" 2,660,000.00 "," 3,480.00 ",2,1,1,yes,no,no,no,no,1,no,semi-furnished
" 2,660,000.00 "," 4,000.00 ",3,1,1,yes,no,no,no,no,0,no,semi-furnished
" 2,653,000.00 "," 3,185.00 ",2,1,1,yes,no,no,no,yes,0,no,unfurnished
" 2,653,000.00 "," 4,000.00 ",3,1,2,yes,no,no,no,yes,0,no,unfurnished
" 2,604,000.00 "," 2,910.00 ",2,1,1,no,no,no,no,no,0,no,unfurnished
" 2,590,000.00 "," 3,600.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,590,000.00 "," 4,400.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,590,000.00 "," 3,600.00 ",2,2,2,yes,no,yes,no,no,1,no,furnished
" 2,520,000.00 "," 2,880.00 ",3,1,1,no,no,no,no,no,0,no,unfurnished
" 2,520,000.00 "," 3,180.00 ",3,1,1,no,no,no,no,no,0,no,unfurnished
" 2,520,000.00 "," 3,000.00 ",2,1,2,yes,no,no,no,no,0,no,furnished
" 2,485,000.00 "," 4,400.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 2,485,000.00 "," 3,000.00 ",3,1,2,no,no,no,no,no,0,no,semi-furnished
" 2,450,000.00 "," 3,210.00 ",3,1,2,yes,no,yes,no,no,0,no,unfurnished
" 2,450,000.00 "," 3,240.00 ",2,1,1,no,yes,no,no,no,1,no,unfurnished
" 2,450,000.00 "," 3,000.00 ",2,1,1,yes,no,no,no,no,1,no,unfurnished
" 2,450,000.00 "," 3,500.00 ",2,1,1,yes,yes,no,no,no,0,no,unfurnished
" 2,450,000.00 "," 4,840.00 ",2,1,2,yes,no,no,no,no,0,no,unfurnished
" 2,450,000.00 "," 7,700.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,408,000.00 "," 3,635.00 ",2,1,1,no,no,no,no,no,0,no,unfurnished
" 2,380,000.00 "," 2,475.00 ",3,1,2,yes,no,no,no,no,0,no,furnished
" 2,380,000.00 "," 2,787.00 ",4,2,2,yes,no,no,no,no,0,no,furnished
" 2,380,000.00 "," 3,264.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,345,000.00 "," 3,640.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,310,000.00 "," 3,180.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 2,275,000.00 "," 1,836.00 ",2,1,1,no,no,yes,no,no,0,no,semi-furnished
" 2,275,000.00 "," 3,970.00 ",1,1,1,no,no,no,no,no,0,no,unfurnished
" 2,275,000.00 "," 3,970.00 ",3,1,2,yes,no,yes,no,no,0,no,unfurnished
" 2,240,000.00 "," 1,950.00 ",3,1,1,no,no,no,yes,no,0,no,unfurnished
" 2,233,000.00 "," 5,300.00 ",3,1,1,no,no,no,no,yes,0,yes,unfurnished
" 2,135,000.00 "," 3,000.00 ",2,1,1,no,no,no,no,no,0,no,unfurnished
" 2,100,000.00 "," 2,400.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 2,100,000.00 "," 3,000.00 ",4,1,2,yes,no,no,no,no,0,no,unfurnished
" 2,100,000.00 "," 3,360.00 ",2,1,1,yes,no,no,no,no,1,no,unfurnished
" 1,960,000.00 "," 3,420.00 ",5,1,2,no,no,no,no,no,0,no,unfurnished
" 1,890,000.00 "," 1,700.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
" 1,890,000.00 "," 3,649.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 1,855,000.00 "," 2,990.00 ",2,1,1,no,no,no,no,no,1,no,unfurnished
" 1,820,000.00 "," 3,000.00 ",2,1,1,yes,no,yes,no,no,2,no,unfurnished
" 1,767,150.00 "," 2,400.00 ",3,1,1,no,no,no,no,no,0,no,semi-furnished
" 1,750,000.00 "," 3,620.00 ",2,1,1,yes,no,no,no,no,0,no,unfurnished
" 1,750,000.00 "," 2,910.00 ",3,1,1,no,no,no,no,no,0,no,furnished
" 1,750,000.00 "," 3,850.00 ",3,1,2,yes,no,no,no,no,0,no,unfurnished
